233,F7 02 00 03 11 00 2E 00
233,F7 02 00 03 11 00 30 00
232,F4 02 00 03 12 00 01 00
232,F4 02 00 03 12 00 16 00
232,F4 02 00 03 12 00 21 00
232,F4 02 00 03 12 00 2E 00
232,F4 02 00 03 12 00 3A 00
231,F1 02 00 03 13 00 0D 00
231,F1 02 00 03 13 00 0D 00
231,F1 02 00 03 13 00 13 00
231,F1 02 00 03 13 00 16 00
231,F1 02 00 03 13 00 20 00
231,F1 02 00 03 13 00 2C 00
231,F1 02 00 03 13 00 37 00
231,EE 02 00 03 14 00 06 00
230,EE 02 00 03 14 00 06 00
230,EE 02 00 03 14 00 0C 00
 
